check,status,detail,source,observed_at
phone,pass,Published phone: +94 812 424592 ,https://doa.gov.lk/agriculture-publication-sales-offices/,
phone,pass,Published phone: +94 332 272053 ,https://doa.gov.lk/agriculture-publication-sales-offices/,
phone,pass,Published phone: +94 242 222273 ,https://doa.gov.lk/agriculture-publication-sales-offices/,
phone,pass,Published phone: +94 472 223218 ,https://doa.gov.lk/agriculture-publication-sales-offices/,
phone,pass,Published phone: +94 412 241606 ,https://doa.gov.lk/agriculture-publication-sales-offices/,
phone,pass,Published phone: +94 112 368829 ,https://doa.gov.lk/agriculture-publication-sales-offices/,
phone,pass,Published phone: +94 112 862397 ,https://doa.gov.lk/agriculture-publication-sales-offices/,
phone,pass,Published phone: +94 332 285158 ,https://doa.gov.lk/agriculture-publication-sales-offices/,
phone,pass,Published phone: +94 272 050222 ,https://doa.gov.lk/agriculture-publication-sales-offices/,
phone,pass,Published phone: +94 333 135853 ,https://doa.gov.lk/agriculture-publication-sales-offices/,
phone,pass,Published phone: +94 552 258293 ,https://doa.gov.lk/agriculture-publication-sales-offices/,
phone,pass,Published phone: +94 553 560097 ,https://doa.gov.lk/agriculture-publication-sales-offices/,
phone,pass,Published phone: +94 552 265349 ,https://doa.gov.lk/agriculture-publication-sales-offices/,
phone,pass,Published phone: +94 572 221611 ,https://doa.gov.lk/agriculture-publication-sales-offices/,
phone,pass,Published phone: +94 212 212497 ,https://doa.gov.lk/agriculture-publication-sales-offices/,
phone,pass,Published phone: +94 382 291617 ,https://doa.gov.lk/agriculture-publication-sales-offices/,
phone,pass,Published phone: +94 812 365342 ,https://doa.gov.lk/agriculture-publication-sales-offices/,
phone,pass,Published phone: +94 252 052274 ,https://doa.gov.lk/agriculture-publication-sales-offices/,
phone,pass,Published phone: +94 372 260253 ,https://doa.gov.lk/agriculture-publication-sales-offices/,
phone,pass,Published phone: +94 912 228832 ,https://doa.gov.lk/agriculture-publication-sales-offices/,
phone,pass,Published phone: +94 212 280070 ,https://doa.gov.lk/agriculture-publication-sales-offices/,
phone,pass,Published phone: +94 412 246201 ,https://doa.gov.lk/agriculture-publication-sales-offices/,
phone,pass,Published phone: +94 572 222537 ,https://doa.gov.lk/agriculture-publication-sales-offices/,
phone,pass,Published phone: +94 663 123211 ,https://doa.gov.lk/agriculture-publication-sales-offices/,
phone,pass,Published phone: +94 812 388665 ,https://doa.gov.lk/agriculture-publication-sales-offices/,
phone,pass,Published phone: +94 342 222440 ,https://doa.gov.lk/agriculture-publication-sales-offices/,
phone,pass,Published phone: +94 342 261323 ,https://doa.gov.lk/agriculture-publication-sales-offices/,
phone,pass,Published phone: +94 372 057181 ,https://doa.gov.lk/agriculture-publication-sales-offices/,
phone,pass,Published phone: +94 652 059676 ,https://doa.gov.lk/agriculture-publication-sales-offices/,
phone,pass,Published phone: +94 472 247415 ,https://doa.gov.lk/agriculture-publication-sales-offices/,
phone,pass,Published phone: +94 472 226540 ,https://doa.gov.lk/agriculture-publication-sales-offices/,
phone,pass,Published phone: +94 352 265444 ,https://doa.gov.lk/agriculture-publication-sales-offices/,
phone,pass,Published phone: +94 472 237021 ,https://doa.gov.lk/agriculture-publication-sales-offices/,
phone,pass,Published phone: +94 552 277608 ,https://doa.gov.lk/agriculture-publication-sales-offices/,
phone,pass,Published phone: +94 812 069339 ,https://doa.gov.lk/agriculture-publication-sales-offices/,
phone,pass,Published phone: +94 412 221672 ,https://doa.gov.lk/agriculture-publication-sales-offices/,
phone,pass,Published phone: +94 112 696547 ,https://doa.gov.lk/agriculture-publication-sales-offices/,
phone,pass,Published phone: +94 252 222437 ,https://doa.gov.lk/agriculture-publication-sales-offices/,
phone,pass,Published phone: +94 812 388 331 ,https://doa.gov.lk/agriculture-publication-sales-offices/,
phone,pass,Published phone: +94 372 267399 ,https://doa.gov.lk/agriculture-publication-sales-offices/,
email,pass,Published email: dgoffice@doa.gov.lk,https://doa.gov.lk/agriculture-publication-sales-offices/,
email,pass,Published email: info@doa.gov.lk,https://doa.gov.lk/agriculture-publication-sales-offices/,
postal_address,pass,"Published postal address: info@doa.gov.lk / dgoffice@doa.gov.lk Office Address Department of Agriculture,P.O.Box.01, Peradeniya Home About Us Inst",https://doa.gov.lk/agriculture-publication-sales-offices/,
named_responsibility,pass,Published named responsibility: director,https://doa.gov.lk/agriculture-publication-sales-offices/,
fees_and_payment,pass,"Published fees and payment: rs,",https://doa.gov.lk/agriculture-publication-sales-offices/,
phone,pass,Published phone: +94 811 234567 ,https://doa.gov.lk/naicc-services-ict-programs-websites/,
phone,pass,Published phone: +94 812 030048 ,https://doa.gov.lk/naicc-services-ict-programs-websites/,
phone,pass,Published phone: +94 812 030040,https://doa.gov.lk/naicc-services-ict-programs-websites/,
phone,pass,Published phone: +94 812 388 331 ,https://doa.gov.lk/naicc-services-ict-programs-websites/,
email,pass,Published email: dgoffice@doa.gov.lk,https://doa.gov.lk/naicc-services-ict-programs-websites/,
email,pass,Published email: info@doa.gov.lk,https://doa.gov.lk/naicc-services-ict-programs-websites/,
email,pass,Published email: naicc@doa.gov.lk,https://doa.gov.lk/naicc-services-ict-programs-websites/,
postal_address,pass,"Published postal address: info@doa.gov.lk / dgoffice@doa.gov.lk Office Address Department of Agriculture,P.O.Box.01, Peradeniya HOME NAICC SUB UNI",https://doa.gov.lk/naicc-services-ict-programs-websites/,
named_responsibility,pass,Published named responsibility: department,https://doa.gov.lk/naicc-services-ict-programs-websites/,
fees_and_payment,pass,"Published fees and payment: rs,",https://doa.gov.lk/naicc-services-ict-programs-websites/,
phone,pass,Published phone: +94 812 030048 ,https://doa.gov.lk/naicc-services-ict-programs-mobile-applications-ta/,
phone,pass,Published phone: +94 812 030040,https://doa.gov.lk/naicc-services-ict-programs-mobile-applications-ta/,
phone,pass,Published phone: +94 812 388 331 ,https://doa.gov.lk/naicc-services-ict-programs-mobile-applications-ta/,
email,pass,Published email: dgoffice@doa.gov.lk,https://doa.gov.lk/naicc-services-ict-programs-mobile-applications-ta/,
email,pass,Published email: info@doa.gov.lk,https://doa.gov.lk/naicc-services-ict-programs-mobile-applications-ta/,
email,pass,Published email: naicc@doa.gov.lk,https://doa.gov.lk/naicc-services-ict-programs-mobile-applications-ta/,
postal_address,pass,"Published postal address: info@doa.gov.lk / dgoffice@doa.gov.lk Office Address Department of Agriculture,P.O.Box.01, Peradeniya முகப்பு NAICC பக்க",https://doa.gov.lk/naicc-services-ict-programs-mobile-applications-ta/,
named_responsibility,pass,Published named responsibility: department,https://doa.gov.lk/naicc-services-ict-programs-mobile-applications-ta/,
fees_and_payment,pass,"Published fees and payment: rs,",https://doa.gov.lk/naicc-services-ict-programs-mobile-applications-ta/,
phone,pass,Published phone: +94 812 030048 ,https://doa.gov.lk/naicc-services-ict-programs-social-media-ta/,
phone,pass,Published phone: +94 812 030040,https://doa.gov.lk/naicc-services-ict-programs-social-media-ta/,
phone,pass,Published phone: +94 812 388 331 ,https://doa.gov.lk/naicc-services-ict-programs-social-media-ta/,
email,pass,Published email: dgoffice@doa.gov.lk,https://doa.gov.lk/naicc-services-ict-programs-social-media-ta/,
email,pass,Published email: info@doa.gov.lk,https://doa.gov.lk/naicc-services-ict-programs-social-media-ta/,
email,pass,Published email: naicc@doa.gov.lk,https://doa.gov.lk/naicc-services-ict-programs-social-media-ta/,
postal_address,pass,"Published postal address: info@doa.gov.lk / dgoffice@doa.gov.lk Office Address Department of Agriculture,P.O.Box.01, Peradeniya முகப்பு NAICC பக்க",https://doa.gov.lk/naicc-services-ict-programs-social-media-ta/,
named_responsibility,pass,Published named responsibility: department,https://doa.gov.lk/naicc-services-ict-programs-social-media-ta/,
fees_and_payment,pass,"Published fees and payment: rs,",https://doa.gov.lk/naicc-services-ict-programs-social-media-ta/,
